"","Sleep_Onset_Mean_Minutes_from_Midnight_EARS","Sleep_Onset_Med_Minutes_from_Midnight_EARS","Sleep_Onset_SD_Minutes_from_Midnight_EARS","Sleep_Onset_Min_Minutes_from_Midnight_EARS","Sleep_Onset_Max_Minutes_from_Midnight_EARS","Sleep_Offset_Mean_Minutes_from_Midnight_EARS","Sleep_Offset_Med_Minutes_from_Midnight_EARS","Sleep_Offset_SD_Minutes_from_Midnight_EARS","Sleep_Offset_Min_Minutes_from_Midnight_EARS","Sleep_Offset_Max_Minutes_from_Midnight_EARS","Sleep_Duration_Mean_Minutes_EARS","Sleep_Duration_Med_Minutes_EARS","Sleep_Duration_SD_Minutes_EARS","Sleep_Duration_Min_Minutes_EARS","Sleep_Duration_Max_Minutes_EARS","Sleep_Onset_Mean_Minutes_from_Midnight_ACT","Sleep_Onset_Med_Minutes_from_Midnight_ACT","Sleep_Onset_SD_Minutes_from_Midnight_ACT","Sleep_Onset_Min_Minutes_from_Midnight_ACT","Sleep_Onset_Max_Minutes_from_Midnight_ACT","Sleep_Offset_Mean_Minutes_from_Midnight_ACT","Sleep_Offset_Med_Minutes_from_Midnight_ACT","Sleep_Offset_SD_Minutes_from_Midnight_ACT","Sleep_Offset_Min_Minutes_from_Midnight_ACT","Sleep_Offset_Max_Minutes_from_Midnight_ACT","Sleep_Duration_Mean_Minutes_ACT","Sleep_Duration_Med_Minutes_ACT","Sleep_Duration_SD_Minutes_ACT","Sleep_Duration_Min_Minutes_ACT","Sleep_Duration_Max_Minutes_ACT","Sleep_Onset_Mean_Minutes_from_Midnight_DIARY","Sleep_Onset_Med_Minutes_from_Midnight_DIARY","Sleep_Onset_SD_Minutes_from_Midnight_DIARY","Sleep_Onset_Min_Minutes_from_Midnight_DIARY","Sleep_Onset_Max_Minutes_from_Midnight_DIARY","Sleep_Offset_Mean_Minutes_from_Midnight_DIARY","Sleep_Offset_Med_Minutes_from_Midnight_DIARY","Sleep_Offset_SD_Minutes_from_Midnight_DIARY","Sleep_Offset_Min_Minutes_from_Midnight_DIARY","Sleep_Offset_Max_Minutes_from_Midnight_DIARY","Sleep_Duration_Mean_Minutes_DIARY","Sleep_Duration_Med_Minutes_DIARY","Sleep_Duration_SD_Minutes_DIARY","Sleep_Duration_Min_Minutes_DIARY","Sleep_Duration_Max_Minutes_DIARY"
"1",23.16,14.85,101.31,-190.8,384.38,515.01,509.52,100.03,147.2,639.02,491.85,486.03,128.52,179.95,829.82,34.48,37,99.59,-306,310,485.85,480,132.05,76,871,451.37,440,148.19,165,958,44.13,30,84.29,-180,335,511.84,482.5,93.73,300,780,467.71,455,98.63,198,730
